action,item id,item name,item code,item information
edit,206145,M10X1.5 Tap 3 pc Set HSS,N31HSSTAPSET004,M10X1.5 Tap 3 pc Set HSS
edit,206146,M10X1.25 Tap 2 pc Set HSS,N31HSSTAPSET005,M10X1.25 Tap 2 pc Set HSS
edit,206147,M6 X0.75 Tap Set HSS,N31HSSTAPSET007,M6 X0.75 Tap Set HSS
edit,206148,M7 X0.75 Tap Set HSS.,N31HSSTAPSET008,M7 X0.75 Tap Set HSS.
edit,206149,BIMETAL BANDSAW BLADE M51 5356 X 41 X 1.3 4/6 TPI 10% COBALT MAKE BIPICO / NACHI,N31BENDSAWM51,BIMETAL BANDSAW BLADE M51 5356 X 41 X 1.3 4/6 TPI 10% COBALT MAKE BIPICO / NACHI
edit,206150,BIMETAL BAND SAW BLADE M42 5356 X 41 X 1.3 4/6 TPI 8% COBALT MAKE BIPICO / NACHI,N31BENDSAWM42,BIMETAL BAND SAW BLADE M42 5356 X 41 X 1.3 4/6 TPI 8% COBALT MAKE BIPICO / NACHI
edit,206151,"EL-0-Matic Valve, Model no- ED25/A,",N36-EL-O-ED25A,"EL-0-Matic Valve, Model no- ED25/A,"
edit,206152,"EL-O-Matic Valve, Model no- ED40/A,",N36-EL-O-ED40A,"EL-O-Matic Valve, Model no- ED40/A,"
edit,206153,"EL-0-Matic Valve, Model no- PD150/A,",N36-EL-O-ED150A,"EL-0-Matic Valve, Model no- PD150/A,"
edit,206154,OKS Make Silicon Grease,N56-OKSGREASE,OKS Make Silicon Grease
edit,206156,UNBRAKO ALLEN BOLT 26X100MM With Grade 10.2,N31-UNBRAKO26X100,UNBRAKO ALLEN BOLT 26X100MM With Grade 10.2
edit,206157,ROTEX SOLENOID VALVE MODEL : 51424-6-2G+I-24V-DC-37-H,N36ROTEXVALVE,ROTEX SOLENOID VALVE MODEL : 51424-6-2G+I-24V-DC-37-H
edit,206158,ROTEX COIL 24VDC MODEL : 34-I-24V-DC-37-H,N36ROTEXCOIL,ROTEX COIL 24VDC MODEL : 34-I-24V-DC-37-H
edit,206159,6ED1 052-1CC00-0BA5,N37MAA04432,6ED1 052-1CC00-0BA5
edit,206160,6ED1-055-1CB10-0BAO (DM 16 24),N37MAA04433,6ED1-055-1CB10-0BAO (DM 16 24)
edit,206161,HALOGEN LAMP 12V 20 WATTS Mirchi Lamps) Osram/ Philips,N37EWAG1560014,HALOGEN LAMP 12V 20 WATTS Mirchi Lamps) Osram/ Philips
edit,206162,HALOGEN LAMP 12V 50 WATTS Mirchi Lamps) Osram/ Philips,N39BATT0010652,HALOGEN LAMP 12V 50 WATTS Mirchi Lamps) Osram/ Philips
edit,206163,HALOGEN LAMP 12V 10/12 WATTS Mirchi Lamps) Osram/ Philips,N37HALOGEN003,HALOGEN LAMP 12V 10/12 WATTS Mirchi Lamps) Osram/ Philips
edit,206164,YSL INTERFACE SOLID STATE RELAY MODULE Part Number : YSL-SSRP-004-CN-FI-1-REV3-0710,N38WIDMARELB2,YSL INTERFACE SOLID STATE RELAY MODULE Part Number : YSL-SSRP-004-CN-FI-1-REV3-0710
edit,206165,"MAKE- LEGRAND, 2 POLE, 40A, 30 MA RCCB",N37LGRNDRCCB40AMP,"MAKE- LEGRAND, 2 POLE, 40A, 30 MA RCCB"
edit,206166,LEGRAND DX3 MCB 4 POLE 16 AMP POLE C-CURVE,N37LGRNDMCB16AMP,LEGRAND DX3 MCB 4 POLE 16 AMP POLE C-CURVE
edit,206167,LEGRAND DX3 MCB 4 POLE 32 AMP POLE C-CURVE,N37LGRNDMCB32AMP,LEGRAND DX3 MCB 4 POLE 32 AMP POLE C-CURVE
edit,206168,LEGRAND DX3 MCB 4 POLE 40 AMP POLE C-CURVE,N37LGRNDMCB40AMP,LEGRAND DX3 MCB 4 POLE 40 AMP POLE C-CURVE
edit,206169,LEGRAND DX3 MCB 4 POLE 63 AMP POLE C-CURVE,N37LGRNDMCB63AMP,LEGRAND DX3 MCB 4 POLE 63 AMP POLE C-CURVE
edit,206170,"ELECTRONICS TIMERS, S1 ETS1, MAKE- MINILEC",N37MINILECS1ETS1,"ELECTRONICS TIMERS, S1 ETS1, MAKE- MINILEC"
edit,206171,"2 C1SQMM FLEXIBLE CABLE, MAKE- POLYCAB",N37PLCB2C1SQMM,"2 C1SQMM FLEXIBLE CABLE, MAKE- POLYCAB"
edit,206172,FLEXIBLE CONDUIT PIPE 1 &quot; BLACK COLOUR,N37CONDUIT,"FLEXIBLE CONDUIT PIPE 1 "" BLACK COLOUR"
edit,206173,ELECTRICAL PVC PIPE DIAMOND/ EQUIVALENT MAKE 16 MM,N37ELEPVC16MM,ELECTRICAL PVC PIPE DIAMOND/ EQUIVALENT MAKE 16 MM
edit,206174,"I/0 Card, EL1904, Make- Beckhoff",N38MODULE4,"I/0 Card, EL1904, Make- Beckhoff"
edit,206175,"Twin Safe PLC, EL6900, Make Beckhoff",N38MODULETSP,"Twin Safe PLC, EL6900, Make Beckhoff"
edit,206176,"PLC Card, EL3202, Make- Beckhoff",N38MODULE11,"PLC Card, EL3202, Make- Beckhoff"
edit,206177,"I/0 Card, EL1402, Make- Beckhoff",N38MODULE1,"I/0 Card, EL1402, Make- Beckhoff"
edit,206178,LVDT LT-M-0130-PXL0202 F043617,N37LVDTLTMPX617,LVDT LT-M-0130-PXL0202 F043617
edit,206179,Loctite Loctite 277,N37KOCTITE277,Loctite Loctite 277
edit,206180,Welding Cable 50 sq.mm BS638 (PART 4) 0361TQ WELDING CABLE SINGLE CORE,N37WELDCABL50MM,Welding Cable 50 sq.mm BS638 (PART 4) 0361TQ WELDING CABLE SINGLE CORE
edit,206181,Allen Bolt M8*80mm,N37M8X80,Allen Bolt M8*80mm
edit,206183,Allen Bolt M8*120mm,N37M8X120,Allen Bolt M8*120mm
edit,206184,Allen Bolt M6*80mm,N37M6X80,Allen Bolt M6*80mm
edit,206185,Allen Bolt M6*100mm,N37M6X100,Allen Bolt M6*100mm
edit,206186,Allen Bolt M6*120mm,N37M6X120,Allen Bolt M6*120mm
edit,206187,Allen Bolt M10*80mm,N37M10X80,Allen Bolt M10*80mm
edit,206188,Allen Bolt M10*100mm,N37M10X100,Allen Bolt M10*100mm
edit,206189,Allen Bolt M10*120mm,N37M10X120,Allen Bolt M10*120mm
edit,206190,"NRV SIZE DN100, CLASS- PN10, SEAT NBR,MAKE- INTERVALVE, WAFER TYPE CHECK VALVE,FLANGE STD:SUITABLE TO INSERT IN BETWEEN 2 ASA 150 CLASS FLANGES PRESSURE RATING: PN 16",N35NRVINTRVLV-01,"NRV SIZE DN100, CLASS- PN10, SEAT NBR,MAKE- INTERVALVE, WAFER TYPE CHECK VALVE,FLANGE STD:SUITABLE TO INSERT IN BETWEEN 2 ASA 150 CLASS FLANGES PRESSURE RATING: PN 16"
edit,206191,"ELECTRO MAGNET-FAIL SAFE LOCK HANDLING FORCE 600LBS-272KG ,MAKE- EBELCO ,MODEL- 600-LED",N35EBLECOMGNT,"ELECTRO MAGNET-FAIL SAFE LOCK HANDLING FORCE 600LBS-272KG ,MAKE- EBELCO ,MODEL- 600-LED"
edit,206192,"4 WAY MODULAR SWITCH BOX WITH BASE PLATE,MAKE- NORTHWEST, BOX MOC- GI/ PLASTIC",N374WYNRTWST,"4 WAY MODULAR SWITCH BOX WITH BASE PLATE,MAKE- NORTHWEST, BOX MOC- GI/ PLASTIC"
edit,206193,"L TYPE BRACKET- MOC- SS/ PLASTIC, Size- 50*25",N35LTYBRCKT,"L TYPE BRACKET- MOC- SS/ PLASTIC, Size- 50*25"
edit,206194,QUANTUM 4 PORT USB HUB QUANTUM,N41USBHUB01,QUANTUM 4 PORT USB HUB QUANTUM
edit,206195,"3-AXIS PU TIMING BELTS , WIDTH-20MM, LENGTH- 50 METER, THICKNESS- 2.6 MM",N36TIMINGBELT012,"3-AXIS PU TIMING BELTS , WIDTH-20MM, LENGTH- 50 METER, THICKNESS- 2.6 MM"
edit,206196,"DEWALT 20V MAX GREASE GUN KIT, CORDLESS,42&quot; LONG HOSE, 10,000 PSI, VARIABLE SPEED TRIGGERS, BATTERY AND CHARGER INCLUDED (DCGG571M1)",N36DEWALTGSN,"DEWALT 20V MAX GREASE GUN KIT, CORDLESS,42"" LONG HOSE, 10,000 PSI, VARIABLE SPEED TRIGGERS, BATTERY AND CHARGER INCLUDED (DCGG571M1)"
edit,206197,MAKE- EATON TIMING RELAY MODEL- ETR4-70-A,N37ETONETR4,MAKE- EATON TIMING RELAY MODEL- ETR4-70-A
edit,206198,HDY CYL SC1TX40 SEAL KIT HY-POWER CLAMS PVT LTD,N36SLKITHYPWR-05,HDY CYL SC1TX40 SEAL KIT HY-POWER CLAMS PVT LTD
edit,206199,"Hydraulic Reducer, MALE -1 % BSP X FEMALE-3/4&quot;BSP,Working Pressure-50bar",N36FITT0070159,"Hydraulic Reducer, MALE -1 % BSP X FEMALE-3/4""BSP,Working Pressure-50bar"
edit,206200,Hydraulic 3/4 inch BSP male elbow fitting for hydraulic purpose,N36FITT0070160,Hydraulic 3/4 inch BSP male elbow fitting for hydraulic purpose
edit,206201,"Fanuc Fan 92x92x25mm NMB-MAT 3610KL 05W-B49, DC24 0.16A (A90L-0001-0378)",N38FNUK3780001,"Fanuc Fan 92x92x25mm NMB-MAT 3610KL 05W-B49, DC24 0.16A (A90L-0001-0378)"
edit,206202,Metering Cartridge For Oil-DMI-1,N37METOILDM1,Metering Cartridge For Oil-DMI-1
edit,206203,Metering Cartridge For Oil-DMI-2,N37MEFOROIL,Metering Cartridge For Oil-DMI-2
edit,206204,Connector block-DC-4,N37CODC4,Connector block-DC-4
edit,206205,Tee Block-DT-4,N37DT4TEE,Tee Block-DT-4
edit,206206,Rubberised Hoses-DRH-4-500,N37RUBBHOSDRH,Rubberised Hoses-DRH-4-500
edit,206207,Washer-SW-8,N37WASSW8,Washer-SW-8
edit,206208,Oil filler cum air breather-DFCB-45,N37OILFILLAIRDFBC,Oil filler cum air breather-DFCB-45
edit,206209,Oil filler cum air breather-DFCB-75,N37OILFDFBC75,Oil filler cum air breather-DFCB-75
edit,206210,Plugs-DP-8,N37PLUGDP8,Plugs-DP-8
edit,206211,Fenner 1610-38 Taper Lock Bush,N36-FENNER1610-38TLB,Fenner 1610-38 Taper Lock Bush
edit,206212,Fenner 1610-35 Taper Lock Bush,N36-FENNER1610-35TLB,Fenner 1610-35 Taper Lock Bush
edit,206213,Fenner Make Jaw Coupling Model: HRC 130F 1610 ZLJ,N36-FENNER1610-130F,Fenner Make Jaw Coupling Model: HRC 130F 1610 ZLJ
edit,206214,Key Way Boring Charges,SERVICE-SER-SSE01,Key Way Boring Charges
edit,206215,"Tractor Pin, Dia-5MM",N36-TRACTOR5MM,"Tractor Pin, Dia-5MM"
edit,206216,"0.1cc Metering Cartridge with Indicator Pin, 5-way , inlet pipe size ⌀6mm, outlet pipe size ⌀4mm",N36BFW1976447,"0.1cc Metering Cartridge with Indicator Pin, 5-way , inlet pipe size ⌀6mm, outlet pipe size ⌀4mm"
edit,206217,"0.1cc Metering Cartridge with Indicator Pin, 4-way , inlet pipe size ⌀6mm, outlet pipe size ⌀4mm",N36BFW1976448,"0.1cc Metering Cartridge with Indicator Pin, 4-way , inlet pipe size ⌀6mm, outlet pipe size ⌀4mm"
edit,206218,"0.1cc Metering Cartridge with Indicator Pin, 3-way , inlet pipe size ⌀6mm, outlet pipe size ⌀4mm",N36BFW1976449,"0.1cc Metering Cartridge with Indicator Pin, 3-way , inlet pipe size ⌀6mm, outlet pipe size ⌀4mm"
edit,206219,"0.1cc Metering Cartridge with Indicator Pin, 2-way, inlet pipe size ⌀6mm, outlet pipe size ⌀4mm",N36BFW1976450,"0.1cc Metering Cartridge with Indicator Pin, 2-way, inlet pipe size ⌀6mm, outlet pipe size ⌀4mm"
edit,206220,"COOL WHITE LED 40 WATT PHILIPS SMARTBRIGHT BATTEN TUBELIGHT, IP RATING: IP65",N37PHILIPSLED,"COOL WHITE LED 40 WATT PHILIPS SMARTBRIGHT BATTEN TUBELIGHT, IP RATING: IP65"
edit,206221,FERRULE INNER SIZE 12.33 MM,N36FRLINR,FERRULE INNER SIZE 12.33 MM
edit,206222,"LEGRAND MYLINC COVER PLATE WITH FRAME (6 M,WHITE) 675566",N37ELECTMYLIC,"LEGRAND MYLINC COVER PLATE WITH FRAME (6 M,WHITE) 675566"
edit,206223,"U TYPE COPPER TERMINAL LUGS, SIZE- 2.5SQMM",N37ELECTUTPE,"U TYPE COPPER TERMINAL LUGS, SIZE- 2.5SQMM"
edit,206224,"U TYPE COPPER TERMINAL LUGS, SIZE- 4/6 SQMM",N37ELECTUTPE-01,"U TYPE COPPER TERMINAL LUGS, SIZE- 4/6 SQMM"
edit,206225,"U TYPE COPPER TERMINAL LUGS, SIZE- 10 SQMM",N37ELECTUTPE-02,"U TYPE COPPER TERMINAL LUGS, SIZE- 10 SQMM"
edit,206226,MILD STEEL MCB CHANNEL PATTI 1MM THICKNESS/ DIN RAIL,N37MCBPATTISTL,MILD STEEL MCB CHANNEL PATTI 1MM THICKNESS/ DIN RAIL
edit,206227,"CTS 35 TERMINAL BLOCK CONNECTOR 2 POSITION FEED THROUGH GRAY 10-22 AWG 35SQ MM CABLE, MAKE- CONNECTWELL/ ALTECH MOQ-50",N37CTS35CNCT,"CTS 35 TERMINAL BLOCK CONNECTOR 2 POSITION FEED THROUGH GRAY 10-22 AWG 35SQ MM CABLE, MAKE- CONNECTWELL/ ALTECH MOQ-50"
edit,206228,16 SQMM ALUMINIUM RING (TUBE)TYPE  LUG,N39ALUMINIUMLG-03,16 SQMM ALUMINIUM RING (TUBE)TYPE  LUG
edit,206229,25 SQMMALUMINIUM RING (TUBE) TYPE  LUG,N39ALUMINIUMLG-05,25 SQMMALUMINIUM RING (TUBE) TYPE  LUG
edit,206230,35 SQMM ALUMINIUM RING (TUBE) TYPE  LUG,N39ALUMINIUMLG-07,35 SQMM ALUMINIUM RING (TUBE) TYPE  LUG
edit,206231,50 SQMM ALUMINIUM RING  (TUBE) TYPE  LUG,N39ALUMINIUMLG-09,50 SQMM ALUMINIUM RING  (TUBE) TYPE  LUG
edit,206232,70 SQMM ALUMINIUM RING (TUBE) TYPE  LUG,N39ALUMINIUMLG-11,70 SQMM ALUMINIUM RING (TUBE) TYPE  LUG
edit,206258,CPVC 1/2&quot; BRASS ELBOW,N35CPVCSPRS-11,"CPVC 1/2"" BRASS ELBOW"
edit,206233,"METAL BELLOW COUPLING, GS-24/28-98SHA-GS-2.5-019X30-2.5XØ22X30, MAKE: ROTEX;BOUCBIBOTO160",N36CPLRTX,"METAL BELLOW COUPLING, GS-24/28-98SHA-GS-2.5-019X30-2.5XØ22X30, MAKE: ROTEX;BOUCBIBOTO160"
edit,206234,"1/2 BSP LATHE CNC MACHINE FLEXIBLE WATER OIL COOLANT PIPE HOSE, ROUND NOZZLE &MM,LENGHT-300MM",N36NZLPIPEFLX,"1/2 BSP LATHE CNC MACHINE FLEXIBLE WATER OIL COOLANT PIPE HOSE, ROUND NOZZLE &MM,LENGHT-300MM"
edit,206235,"SOCKET HEAD ALLEN CAP SCREW M6-1.0X5OMM HALF TREADED, TREAD LENGHT-35MM, BODY LENGHT-15MM",N36SCKTHNALN,"SOCKET HEAD ALLEN CAP SCREW M6-1.0X5OMM HALF TREADED, TREAD LENGHT-35MM, BODY LENGHT-15MM"
edit,206236,U SEAL 20*35*6 - BLUE COLOR,N36USEALBLC-01,U SEAL 20*35*6 - BLUE COLOR
edit,206237,U SEAL 16*23*5 - BLUE COLOR,N36USEALBLC-02,U SEAL 16*23*5 - BLUE COLOR
edit,206238,NOP Trochoid Pump with Motor: 2MY-750-216HBMVB – 400-440V 50Hz ( Old part no TOP 216 HA),N36HOMA2495107,NOP Trochoid Pump with Motor: 2MY-750-216HBMVB – 400-440V 50Hz ( Old part no TOP 216 HA)
edit,206239,Hydroline Breather FSB 25,N36PRES0010071,Hydroline Breather FSB 25
edit,206240,Hydroline Breather FSB 05,N36INGS2912134,Hydroline Breather FSB 05
edit,206241,180 DEGREE SELF LOCKING FOLDING HINGES FOR WOODEN FURNITURE,N35180HINGES,180 DEGREE SELF LOCKING FOLDING HINGES FOR WOODEN FURNITURE
edit,206242,SELF CLOSING HINGES- SS304,N35SS304HINGES,SELF CLOSING HINGES- SS304
edit,206243,"ROTEX COUPLING -GS 48 CLAMPING HUB,MODEL- NO.98 -SHA-GS-2.6, WITH PILOT BORE,",N36RTXCPLGS48,"ROTEX COUPLING -GS 48 CLAMPING HUB,MODEL- NO.98 -SHA-GS-2.6, WITH PILOT BORE,"
edit,206244,"ROTEX COUPLING DIA 105 X 140 MODEL : GS, 98.SHA-GA-2.0, WITH PILOT BORE",N36RTXCPLGSING,"ROTEX COUPLING DIA 105 X 140 MODEL : GS, 98.SHA-GA-2.0, WITH PILOT BORE"
edit,206245,BRIDGE RECTIFIER SINGLE PHASE (KBPC3504)AC,N37BRDGERCTKBPAC,BRIDGE RECTIFIER SINGLE PHASE (KBPC3504)AC
edit,206246,STAINLESS STEEL FUNNEL,N35SSFNL,STAINLESS STEEL FUNNEL
edit,206247,LEGRAND 507793 FP MCB ENCLOSURE 4 POLE MCB BOX,N37LGRND93,LEGRAND 507793 FP MCB ENCLOSURE 4 POLE MCB BOX
edit,206248,SLEEVE FOR HYDAX-28 FLEX. DRIVE COUPLING,N40HYDX0020289,SLEEVE FOR HYDAX-28 FLEX. DRIVE COUPLING
edit,206249,"ELCB 4 POLE 300MA, 40A, MAKE- LEGRAND",N37ELCB300MA40A,"ELCB 4 POLE 300MA, 40A, MAKE- LEGRAND"
edit,206250,"KNIPEX PIPE CUTTERS FOR PLASTIC AND PNEUMATIC HOSES, MODEL NO- 90 25 40",N31KNPXCUTTER,"KNIPEX PIPE CUTTERS FOR PLASTIC AND PNEUMATIC HOSES, MODEL NO- 90 25 40"
edit,206251,"DOWELL WIRE STRIPPER, 22-30 AWG WIRE STRIPPER",N31DWLWRSTRP,"DOWELL WIRE STRIPPER, 22-30 AWG WIRE STRIPPER"
edit,206252,"TIMING BELT, ENCODER, 225-L-100 (BANDO)- Mitsubishi make",N36KODI4681013,"TIMING BELT, ENCODER, 225-L-100 (BANDO)- Mitsubishi make"
edit,206253,POLY V-BELT 5-7MS-630 (2+3 RIBS) Mitsuboshi make (2R+3R = 5R),N36KODI4681014,POLY V-BELT 5-7MS-630 (2+3 RIBS) Mitsuboshi make (2R+3R = 5R)
edit,206254,CONTRINEX MAKE PHOTO SENSOR LRS 1180-304 WITH CONNECTOR AND CABLE,N38PHOTOSENSOR001,CONTRINEX MAKE PHOTO SENSOR LRS 1180-304 WITH CONNECTOR AND CABLE
edit,206255,CPVC 2.1/2&quot;TEE,N35CPVCSPRS-04,"CPVC 2.1/2""TEE"
edit,206256,CPVC 2.1/2&quot;ELBOW,N35CPVCSPRS-07,"CPVC 2.1/2""ELBOW"
edit,206257,CPVC 2.1/2&quot;SOCKET,N35CPVCSPRS-09,"CPVC 2.1/2""SOCKET"
edit,206259,CPVC 1.1/2&quot; FTA,N35CPVCSPRS-12,"CPVC 1.1/2"" FTA"
edit,206260,X NIPPLE 1&quot;,N35XNPLSPRS-01,"X NIPPLE 1"""
edit,206261,X NIPPLE 1/2&quot;,N35XNPLSPRS-02,"X NIPPLE 1/2"""
edit,206262,X NIPPLE 1.1/2&quot;,N35XNPLSPRS-03,"X NIPPLE 1.1/2"""
edit,206263,X NIPPLE 2&quot;,N35XNPLSPRS-04,"X NIPPLE 2"""
edit,206264,X NIPPLE 2.1/2&quot;,N35XNPLSPRS-05,"X NIPPLE 2.1/2"""
edit,206265,CPVC 1&quot; TANK NIPPLE,N35CPVCSPRS-21,"CPVC 1"" TANK NIPPLE"
edit,206266,CPVC 1.1/2&quot; TANK NIPPLE,N35CPVCSPRS-23,"CPVC 1.1/2"" TANK NIPPLE"
edit,206267,UPVC 2.1/2&quot; MTA,N35UPVCSPRS-11,"UPVC 2.1/2"" MTA"
edit,206268,"SMC MAKE DIGITAL PRESSURE REGULATOR, MODEL NO- ITV1030-012 N3",N23SMC1TV1030-012,"SMC MAKE DIGITAL PRESSURE REGULATOR, MODEL NO- ITV1030-012 N3"
edit,206269,REAR VIEW CAMERA MAKE: BOYO  VTC700RQ-1 2.4GHZ DC12V/24V,N36BYOVTC700RQ,REAR VIEW CAMERA MAKE: BOYO  VTC700RQ-1 2.4GHZ DC12V/24V
edit,206270,"2 Pin Quick Push Wire Connector, 5A",N35FLFT7810550,"2 Pin Quick Push Wire Connector, 5A"
edit,206271,"2 Pin Quick Push Wire Connector, 10A",N35FLFT7810551,"2 Pin Quick Push Wire Connector, 10A"
edit,206272,"2 Pin Quick Push Wire Connector, 20A/32A",N35FLFT7810552,"2 Pin Quick Push Wire Connector, 20A/32A"
edit,206273,"Input: 24 VDC, Output: 5 to 100 VDC/Output: 5 to 240 VAC, Load current: 100 µA to 1 A, Plug-in terminal",N37RELAYDC24,"Input: 24 VDC, Output: 5 to 100 VDC/Output: 5 to 240 VAC, Load current: 100 µA to 1 A, Plug-in terminal"
edit,206274,Relay Base P2RF-05,N37RELBASEP2RF05,Relay Base P2RF-05
edit,206275,"NC CONTACT BLOCK,Part No.-ZBE102N, Cummins Part No.N360581222",N37NCCONTACZB102N,"NC CONTACT BLOCK,Part No.-ZBE102N, Cummins Part No.N360581222"
edit,206276,"Reed switch  Model-D-M9P , PNP type, 24vDC",N37PNPM9P24DC,"Reed switch  Model-D-M9P , PNP type, 24vDC"
edit,206277,VUVG-L10-P53C-T-M5-1P3,N37L10P53VC1P3,VUVG-L10-P53C-T-M5-1P3
edit,206278,INDUCTIVE SENSOR DI-SORIC,N38INDTUBESENSOR,INDUCTIVE SENSOR DI-SORIC
edit,206279,Magnet sensor Schmersal,N37D4905R022,Magnet sensor Schmersal
edit,206280,SIK2 HEAD UP SWITCH,N37872CN6NP8D4,SIK2 HEAD UP SWITCH
edit,206281,Magnet 101203564,N37D4905R02223,Magnet 101203564
edit,206282,"MS Flange(200NB) for matching with existing Fire Hydrant Isolation Valve,Material -Mild Steel, Shape Round, Inner Diameter 200mm Number of Holes 8",N33COMPSPRING,"MS Flange(200NB) for matching with existing Fire Hydrant Isolation Valve,Material -Mild Steel, Shape Round, Inner Diameter 200mm Number of Holes 8"
edit,206283,"Compression Spring 12 mm Outer Diameter And 150mm Length, 3mm pitch, 1mm Wire Compression Spring",N33PRESSUREGAUGE,"Compression Spring 12 mm Outer Diameter And 150mm Length, 3mm pitch, 1mm Wire Compression Spring"
edit,206284,25 AT 10/4500 M - PU JOINTED BRECO/ MONTFLEX MAKE,N40MNTFLXBLT4500,25 AT 10/4500 M - PU JOINTED BRECO/ MONTFLEX MAKE
edit,206379,1/2&quot; U clamp,N51PIPEFITTING6,"1/2"" U clamp"
edit,206285,32 AT10/2120-FLEX- PU JOINTED BRECO/MONTFLEXX MAKE,N40MNTFLXBLT2120,32 AT10/2120-FLEX- PU JOINTED BRECO/MONTFLEXX MAKE
edit,206286,"100 MM FLASHING TYPE LAMP WITH BUZZER,COLOR: R/G/A/B, CAT NO- DSS-5-100-FL-BZ,",N37RVLBLUBFLBUZ,"100 MM FLASHING TYPE LAMP WITH BUZZER,COLOR: R/G/A/B, CAT NO- DSS-5-100-FL-BZ,"
edit,206287,LEGRAND PLASTIC MYLINC 100W FAN REGULATOR (WHITE),N37LEGRNDRGLTR,LEGRAND PLASTIC MYLINC 100W FAN REGULATOR (WHITE)
edit,206288,"EUCHNER make MPG, HBA-155931",N38JUNK43350059,"EUCHNER make MPG, HBA-155931"
edit,206289,SPIDER for ROTEX GR42 coupling,N36SPIDERTXGR42,SPIDER for ROTEX GR42 coupling
edit,206290,SPIDER for ROTEX 38 coupling,N36RSHR2501099,SPIDER for ROTEX 38 coupling
edit,206291,HIGH-TEMPERATURE SILICON HOSE. LENGTH* DIAMETER* THICKNESS= 260*100*6MM. SHOULD WITHSTAND 90 DEGREE CELSIUS TEMPERATURE AND 110 KPA PRESSURE,N36SILICONHOSE,HIGH-TEMPERATURE SILICON HOSE. LENGTH* DIAMETER* THICKNESS= 260*100*6MM. SHOULD WITHSTAND 90 DEGREE CELSIUS TEMPERATURE AND 110 KPA PRESSURE
edit,206292,"Bosch GBH 2-26 DRE Corded Electric Rotary Hammer with SDS Plus, 800W, 2.7 J, 4,000 bpm, Low Vibration, 3 Modes, 2.7 kg + Auxiliary Handle & Depth Gauge, 1 Year Warranty",N38DRILMCPCP2,"Bosch GBH 2-26 DRE Corded Electric Rotary Hammer with SDS Plus, 800W, 2.7 J, 4,000 bpm, Low Vibration, 3 Modes, 2.7 kg + Auxiliary Handle & Depth Gauge, 1 Year Warranty"
edit,206293,"Bosch GSB 600 RE 13mm 600 Watt Corded Smart Drill Kit,Silver-2 set",N38DRILLKITPCP2,"Bosch GSB 600 RE 13mm 600 Watt Corded Smart Drill Kit,Silver-2 set"
edit,206294,Bosch 2608580803 Holesaw Sets for Plumber- 2 set,N38HOLSAWASET,Bosch 2608580803 Holesaw Sets for Plumber- 2 set
edit,206295,EGO No. 2 DLX Self Adjusting Wire Strippers & Nippers- 2 set,N38STRIPPERSNI,EGO No. 2 DLX Self Adjusting Wire Strippers & Nippers- 2 set
edit,206296,"LEYDEN® HSC8 6-4A, 0.08-10mm², AWG28-7 Wire Stripper Self Adjusting Crimping Plier 6.Ratcheting Ferrule Crimper Tool, Chakra Crimping Tool- 2set",N38WIRESTRPPCP2,"LEYDEN® HSC8 6-4A, 0.08-10mm², AWG28-7 Wire Stripper Self Adjusting Crimping Plier 6.Ratcheting Ferrule Crimper Tool, Chakra Crimping Tool- 2set"
edit,206297,Bosch GBL 620-Watt Air Blower (Blue)- 2set,N38AIRBLOWEPCP2,Bosch GBL 620-Watt Air Blower (Blue)- 2set
edit,206298,"SINGLE PHASE BLOWER MOTOR 230 V, 50HZ, 0.63A MODEL -2 RRE86, PANEL AC BLOWER MOTOR, MAKE ROSENBERG",N37RSBRGSNGLPHS,"SINGLE PHASE BLOWER MOTOR 230 V, 50HZ, 0.63A MODEL -2 RRE86, PANEL AC BLOWER MOTOR, MAKE ROSENBERG"
edit,206299,"PANEL AC FAN MOTOR, AXIAL FAN 4D-400S, 415V - 50HZ 0.47A 90/180W, 1380RPM, Make HICOOL",N37HICLPNLAC,"PANEL AC FAN MOTOR, AXIAL FAN 4D-400S, 415V - 50HZ 0.47A 90/180W, 1380RPM, Make HICOOL"
edit,206300,FEMALE CORDSET V1-W-5M-PUR M12 FEMALE CONNECTOR WITH CABLE MAKE-PEPPERL + FUCHS,N37PEPCRDFMLCNCTR,FEMALE CORDSET V1-W-5M-PUR M12 FEMALE CONNECTOR WITH CABLE MAKE-PEPPERL + FUCHS
edit,206301,"LOVEJOY 11494 SIZE L-AL 099-100 SOLID TYPE JAW COUPLING ELASTOMER SPIDER, SOX/NBR RUBBER, 2. 54 OD, 0. 61 ELASTOMER LENGTH, WITH PILOT BORE",N36LJY11494,"LOVEJOY 11494 SIZE L-AL 099-100 SOLID TYPE JAW COUPLING ELASTOMER SPIDER, SOX/NBR RUBBER, 2. 54 OD, 0. 61 ELASTOMER LENGTH, WITH PILOT BORE"
edit,206302,BONFIGLIOLI MAKE GEAR BOX W 75 UD 30 80 P 80 B5 B3,N36BNFGRBX,BONFIGLIOLI MAKE GEAR BOX W 75 UD 30 80 P 80 B5 B3
edit,206303,"9 PIECES SET BALL HEAD END HEX KEY ALLEN WRENCH TOOLS H1.5-H10, MAKE- FORCE /EQUIVALENT",N31ALNWENHDHX,"9 PIECES SET BALL HEAD END HEX KEY ALLEN WRENCH TOOLS H1.5-H10, MAKE- FORCE /EQUIVALENT"
