action,item id,item name,item code,item information
edit,201996,"TAP, M12III,",N31EG-018-0069,"Hollow Taps  general purpose taps which can be used for both machine or hand tapping. The most economical tool for use on production runs, but are best on materials that produce chips, or where the swarf breaks readily. Where deep holes are to be tapped, in materials which produce stringy swarf, other types of taps may be needed, especially for coarse threads."
edit,201997,"TAP, M14III,",N31EG-018-0048,"Hollow Taps  general purpose taps which can be used for both machine or hand tapping. The most economical tool for use on production runs, but are best on materials that produce chips, or where the swarf breaks readily. Where deep holes are to be tapped, in materials which produce stringy swarf, other types of taps may be needed, especially for coarse threads."
edit,201998,"THREAD REPAIR KIT, M5X0.8, PART NO. 35058",N31EG-018-0049,"THREAD REPAIR KIT, M5X0.8, PART NO. 35058"
edit,201999,"THREAD REPAIR KIT, M6X1, PART NO. 35068",N31EG-018-0039,"THREAD REPAIR KIT, M6X1, PART NO. 35068"
edit,202000,"THREAD REPAIR KIT, M8X1.25, PART NO. 35088",N31EG-018-0043,"THREAD REPAIR KIT, M8X1.25, PART NO. 35088"
edit,202001,"THREAD REPAIR KIT, M10X1.50, PART NO. 35108",N31EG-018-0015,"THREAD REPAIR KIT, M10X1.50, PART NO. 35108"
edit,202002,"THREAD REPAIR KIT, M12X1.75, PART NO. 35128",N31EG-018-0016,"THREAD REPAIR KIT, M12X1.75, PART NO. 35128"
edit,202003,"THREAD REPAIR KIT, M16X2, PART NO. 35168",N31EG-018-0041,"THREAD REPAIR KIT, M16X2, PART NO. 35168"
edit,202004,SCISSOR 6 INCH,N71STA-118,SCISSOR 6 INCH
edit,202005,WELDING MASK (VENUS 425),N69WELDINGMASK,"<div>
<p>The Venus Welding Series is uniquely designed to provide relief from nuisance odors specifically in welding applications. Individually packed, these respirators enhance wearer comfort and protection against dust, mist, metal fumes and welding fumes.</p>
</div>"
edit,202006,MEASURING JAR 1000ML,N34EGQA-021-0136,"The Measuring Jugs, molded in Polypropylene are clear, autoclavable and have good chemical resistance. The Measuring Jugs are provided with a handle for easy & convenient lifting and have raise graduations for easy reading. Adding to the existing range of Polylab Jugs, these short form transparent jugs, made of polypropylene are autoclavable and have non-drip spout."
edit,202007,MEASURING JAR 500ML,N34EGQA-021-0253,"The Measuring Jugs, molded in Polypropylene are clear, autoclavable and have good chemical resistance. The Measuring Jugs are provided with a handle for easy & convenient lifting and have raise graduations for easy reading. Adding to the existing range of Polylab Jugs, these short form transparent jugs, made of polypropylene are autoclavable and have non-drip spout."
edit,202008,V-BELT A40,N40-VBELTA40,V-BELT A40
edit,202122,O RING FOR SOLENOID VALVE 12X1.5MM,N36-ORINGVALVE12X1.5,"An O-ring, also known as a packing, or a toric joint, is a mechanical gasket in the shape of a torus; it is a loop of elastomer with a round cross-section, designed to be seated in a groove and compressed during assembly between two or more parts, creating a seal at the interface."
edit,202156,OIL SEAL TC 75 ×100 ×13,N36-OILSLTC75X100X13,"<div>
<p>A oil seal is a device that helps join systems or mechanisms together by preventing leakage</p>
</div>"
edit,202009,V-BELT A41,N40-VBELTA41,"<div>
<h3 id=""product-key_features"" class=""f-size-16 pad-tb-10 text-uppercase no-margin mar-t-20 text-500""><b>KEY FEATURES</b></h3>
<div class=""row center-block-xs pad-b-15 wp-xs-99 pad-lr-15"">
<div class=""col-sm-12 pad-lr-xs-0"">
<ul class=""no-padding no-margin"">
<li class=""text-black f-size-13 pad-t-5 pad-tb-xs-10 lh-20""><b>Superior flexibility.</b></li>
<li class=""text-black f-size-13 pad-t-5 pad-tb-xs-10 lh-20""><b>Better Traction.</b></li>
<li class=""text-black f-size-13 pad-t-5 pad-tb-xs-10 lh-20""><b>Flex and wear resistance.</b></li>
<li class=""text-black f-size-13 pad-t-5 pad-tb-xs-10 lh-20""><b>Precision Built.&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</b></li>
<li class=""text-black f-size-13 pad-t-5 pad-tb-xs-10 lh-20"">
<h3 class=""f-size-16 pad-tb-10 text-500 pad-lr-xs-0 text-uppercase""><b>PRODUCT INFORMATION</b></h3>
<div>
<p class=""f-size-13""><b>Poly F Plus PB Classical Belt, Designed for rigorous operation. Reliable tensioning capacity, Suitable for V-Flat drives units Applications, Transmission engineering, Conveyance technology, Agricultural machinery, Mining, Construction machines.</b></p>
</div>
</li>
</ul>
</div>
</div>
</div>"
edit,202010,V-BELT A42,N40-VBELTA42,"<div>
<h3 id=""product-key_features"" class=""f-size-16 pad-tb-10 text-uppercase no-margin mar-t-20 text-500""><b>KEY FEATURES</b></h3>
<div class=""row center-block-xs pad-b-15 wp-xs-99 pad-lr-15"">
<div class=""col-sm-12 pad-lr-xs-0"">
<ul class=""no-padding no-margin"">
<li class=""text-black f-size-13 pad-t-5 pad-tb-xs-10 lh-20""><b>Superior flexibility.</b></li>
<li class=""text-black f-size-13 pad-t-5 pad-tb-xs-10 lh-20""><b>Better Traction.</b></li>
<li class=""text-black f-size-13 pad-t-5 pad-tb-xs-10 lh-20""><b>Flex and wear resistance.</b></li>
<li class=""text-black f-size-13 pad-t-5 pad-tb-xs-10 lh-20""><b>Precision Built.&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</b></li>
<li class=""text-black f-size-13 pad-t-5 pad-tb-xs-10 lh-20"">
<h3 class=""f-size-16 pad-tb-10 text-500 pad-lr-xs-0 text-uppercase""><b>PRODUCT INFORMATION</b></h3>
<div>
<p class=""f-size-13""><b>Poly F Plus PB Classical Belt, Designed for rigorous operation. Reliable tensioning capacity, Suitable for V-Flat drives units Applications, Transmission engineering, Conveyance technology, Agricultural machinery, Mining, Construction machines.</b></p>
</div>
</li>
</ul>
</div>
</div>
</div>"
edit,202114,YBICO TENSIONER P472,N35EG-012-0480,"<div>
<p>Heavy Duty Tensioner Hing Performance For Woven As Well As Composite Strap Max Capacity 32mm Width Strap Suitable For 19mm And 25 Mm Strap Approx Weight 2.5 Kg Rachet To And Fro Movement. Capacity / Size of the Shipment: For lashing of 32mm wide strap</p>
</div>"
edit,202115,O RING FOR SOLENOID VALVE 8X1MM.,N36-ORINGVALVE8X1,"An O-ring, also known as a packing, or a toric joint, is a mechanical gasket in the shape of a torus; it is a loop of elastomer with a round cross-section, designed to be seated in a groove and compressed during assembly between two or more parts, creating a seal at the interface."
edit,202116,O RING FOR SOLENOID VALVE 8X1.5MM,N36-ORINGVALVE8X1.5,"An O-ring, also known as a packing, or a toric joint, is a mechanical gasket in the shape of a torus; it is a loop of elastomer with a round cross-section, designed to be seated in a groove and compressed during assembly between two or more parts, creating a seal at the interface."
edit,202117,O RING FOR SOLENOID VALVE 8X2 MM,N36-ORINGVALVE8X2,"An O-ring, also known as a packing, or a toric joint, is a mechanical gasket in the shape of a torus; it is a loop of elastomer with a round cross-section, designed to be seated in a groove and compressed during assembly between two or more parts, creating a seal at the interface."
edit,202118,O RING FOR SOLENOID VALVE 10X1MM,N36-ORINGVALVE10X1,"An O-ring, also known as a packing, or a toric joint, is a mechanical gasket in the shape of a torus; it is a loop of elastomer with a round cross-section, designed to be seated in a groove and compressed during assembly between two or more parts, creating a seal at the interface."
edit,202119,O RING FOR SOLENOID VALVE 10X1.5MM,N36-ORINGVALVE10X1.5,"An O-ring, also known as a packing, or a toric joint, is a mechanical gasket in the shape of a torus; it is a loop of elastomer with a round cross-section, designed to be seated in a groove and compressed during assembly between two or more parts, creating a seal at the interface."
edit,202120,O RING FOR SOLENOID VALVE 10X2MM,N36-ORINGVALVE10X2,"An O-ring, also known as a packing, or a toric joint, is a mechanical gasket in the shape of a torus; it is a loop of elastomer with a round cross-section, designed to be seated in a groove and compressed during assembly between two or more parts, creating a seal at the interface."
edit,202121,O RING FOR SOLENOID VALVE12X1MM,N36-ORINGVALVE12X1,"An O-ring, also known as a packing, or a toric joint, is a mechanical gasket in the shape of a torus; it is a loop of elastomer with a round cross-section, designed to be seated in a groove and compressed during assembly between two or more parts, creating a seal at the interface."
edit,202155,SHOE COVER PLASTIC ABOVE 50 MICRON,N69SHOECOVER,"<div>
<p>The disposable polypropylene shoe covers protect carpets and floors. Fitting shoes up to size 10, these covers are made of polypropylene non woven fabric</p>
</div>"
edit,202123,O RING FOR SOLENOID VALVE 12X2MM,N36-ORINGVALVE12X2,"An O-ring, also known as a packing, or a toric joint, is a mechanical gasket in the shape of a torus; it is a loop of elastomer with a round cross-section, designed to be seated in a groove and compressed during assembly between two or more parts, creating a seal at the interface."
edit,202124,"O RING-(ID-8,OD-12,THK-2)MM",N36-ORING8MM,"An O-ring, also known as a packing, or a toric joint, is a mechanical gasket in the shape of a torus; it is a loop of elastomer with a round cross-section, designed to be seated in a groove and compressed during assembly between two or more parts, creating a seal at the interface."
edit,202125,"O RING-(ID-6,OD-10,THK-2)MM",N36-ORING6MM,"An O-ring, also known as a packing, or a toric joint, is a mechanical gasket in the shape of a torus; it is a loop of elastomer with a round cross-section, designed to be seated in a groove and compressed during assembly between two or more parts, creating a seal at the interface."
edit,202126,"O RING-(ID-9.5,OD-14.5,THK-2.5)MM",N36-ORING9.5MM,"An O-ring, also known as a packing, or a toric joint, is a mechanical gasket in the shape of a torus; it is a loop of elastomer with a round cross-section, designed to be seated in a groove and compressed during assembly between two or more parts, creating a seal at the interface."
edit,202127,"O RING-(ID-9,OD-13,THK-2)MM",N36-ORING9MM,"An O-ring, also known as a packing, or a toric joint, is a mechanical gasket in the shape of a torus; it is a loop of elastomer with a round cross-section, designed to be seated in a groove and compressed during assembly between two or more parts, creating a seal at the interface."
edit,202128,"O RING-(ID-8.5,OD-13.5,THK-2)MM",N36-ORING8.5MM,"An O-ring, also known as a packing, or a toric joint, is a mechanical gasket in the shape of a torus; it is a loop of elastomer with a round cross-section, designed to be seated in a groove and compressed during assembly between two or more parts, creating a seal at the interface."
edit,202129,"O RING-(ID-8.5,OD-13.5,THK-2.5)MM",N36-ORING13.5MM,"An O-ring, also known as a packing, or a toric joint, is a mechanical gasket in the shape of a torus; it is a loop of elastomer with a round cross-section, designed to be seated in a groove and compressed during assembly between two or more parts, creating a seal at the interface."
edit,202130,"O RING-(ID-8.5,OD-11.5,THK-1.5)MM",N36-ORING2.5MM,"An O-ring, also known as a packing, or a toric joint, is a mechanical gasket in the shape of a torus; it is a loop of elastomer with a round cross-section, designed to be seated in a groove and compressed during assembly between two or more parts, creating a seal at the interface."
edit,202131,"O RING-(ID-8.5,OD-10.5,THK-1)MM",N36-ORING1.5MM,"An O-ring, also known as a packing, or a toric joint, is a mechanical gasket in the shape of a torus; it is a loop of elastomer with a round cross-section, designed to be seated in a groove and compressed during assembly between two or more parts, creating a seal at the interface."
edit,202132,"O RING-(ID-8,OD-11,THK-1.5)MM",N36-ORING1MM,"An O-ring, also known as a packing, or a toric joint, is a mechanical gasket in the shape of a torus; it is a loop of elastomer with a round cross-section, designed to be seated in a groove and compressed during assembly between two or more parts, creating a seal at the interface."
edit,202133,"O RING-(ID-10,OD-14,THK-2)MM",N36-ORING2MM,"An O-ring, also known as a packing, or a toric joint, is a mechanical gasket in the shape of a torus; it is a loop of elastomer with a round cross-section, designed to be seated in a groove and compressed during assembly between two or more parts, creating a seal at the interface."
edit,202134,"O RING-(ID-11,OD-14,THK-1.5)MM",N36-ORING14MM,"An O-ring, also known as a packing, or a toric joint, is a mechanical gasket in the shape of a torus; it is a loop of elastomer with a round cross-section, designed to be seated in a groove and compressed during assembly between two or more parts, creating a seal at the interface."
edit,202135,"O RING-(ID-9,OD-14,THK-2.5)MM",N36-ORING48MM,"An O-ring, also known as a packing, or a toric joint, is a mechanical gasket in the shape of a torus; it is a loop of elastomer with a round cross-section, designed to be seated in a groove and compressed during assembly between two or more parts, creating a seal at the interface."
edit,202136,"O RING-(ID-38,OD-48,THK-5)MM",N36-ORING5MM,"An O-ring, also known as a packing, or a toric joint, is a mechanical gasket in the shape of a torus; it is a loop of elastomer with a round cross-section, designed to be seated in a groove and compressed during assembly between two or more parts, creating a seal at the interface."
edit,202137,"O RING-(ID-95,OD-105,THK-5)MM",N36-ORING95MM,"An O-ring, also known as a packing, or a toric joint, is a mechanical gasket in the shape of a torus; it is a loop of elastomer with a round cross-section, designed to be seated in a groove and compressed during assembly between two or more parts, creating a seal at the interface."
edit,202138,"O RING-(ID-89,OD-98,THK-6)MM",N36-ORING89MM,"An O-ring, also known as a packing, or a toric joint, is a mechanical gasket in the shape of a torus; it is a loop of elastomer with a round cross-section, designed to be seated in a groove and compressed during assembly between two or more parts, creating a seal at the interface."
edit,202139,3M 4955 VHB TAPE 2 INCH WIDTH 36 YARDS (FREIGHT MODE BY AIR),N50-G6-001-100646,"Fast and easy-to-use permanent bonding method provides high strength and long-term durability
Virtually invisible fastening keeps surfaces smooth
Can replace mechanical fasteners (rivets, welds, screws) or liquid adhesives"
edit,202140,ADHESIVE SUPER 77 MAKE 3M SPRAY BOTTLE 475 GM INDUSTRIAL GRADE,N52SUPER77SPRAY475GM,"<div>
<p>fluid ounce size for efficient storage of frequently-used cleaning products Fluorinated to resist permeation, discoloration and paneling</p>
</div>"
edit,202141,NITRILE RUBBER MAT,N51NITRILERUBBERMAT,"<div>
<p>Nitrile rubber (NBR) surface material is made of a synthetic rubber that has anti-microbial properties and is resistant to chemicals, oils, solvents, greases and petroleum-based fluids. It is resistant to abrasions, cuts, punctures, slashes and snags. Vinyl foam base material is more resilient than sponge.</p>
</div>"
edit,202142,"CUT RESISTANT HAND GLOVES, 4-5-4-3 (PAIR)",N69HANDGLOVES-SM-PHP,"<div>
<p>Reversible for right or left hand use Provides excellent grip in wet or dry conditions UV protected, Machine washable</p>
</div>"
edit,202144,DIVINOL LITHOGREASE OOO FOR DMG ( MOQ - 5KG).,N36DMG4750001,"<div><p><b>Description: </b></p>
<p><b>&bull; high-grade lithium complex soap grease</b></p>
<p><b>&bull; partly synthetic</b></p>
<p><b> &bull; work stable </b></p>
<p><b>&bull; water resistant </b></p>
<p><b>&bull; corrosion- and oxidation resistant </b></p>
<p><b>&bull; excellent wear protection properties </b></p>
<p><b>&bull; high pressure absorption capacity</b></p>
<p><b> &bull; classification GP 000 N-30 as per DIN 51 826 </b></p>
<p><b>&bull; classification ISO-L-XCDHB 000 as per ISO/DIS 6743-9 </b></p></div>"
edit,202145,GREASE GKL-2-040 Z192A200008 ( 400 ML CARTRIDGE),N36GREASEMAKINO,<div><p>Genuine Daikin GKL-2-100 Lubmax cartridge grease is a must have for centralized lubrication. Same as Kyodo Yushi GKL2100 Uni Reservoir DL-2T cartridge grease which is made by Kyodo Yushi Industrial. This Daikin grease GKL-2-100 is great for low temperature applications and machinery. The GKL-2-100 are accordion bellows style grease cartridges.</p></div>
edit,202146,GREASE  CARTRIDGE ( PERMA )  STAR LC 250 S067,N36SHW47510003,
edit,202148,GREASE KLUBER MAKE - ISOFLEX NBU 15,N56GRES0140014,"<div>
<p>ISOFLEX NBU 15 is a high-speed grease with a good pressure absorption capacity. It consists of a combination of ester oil, synthetic hydrocarbon oil and mineral oil and a barium complex soap. It offers good protection against wear and corrosion and is resistant to water, media and oxidation.</p>
</div>"
edit,202149,GREASE KLUBER MAKE - ISOFLEX NBU 15(RECON-PITHAMPUR),N56-GREASEFORMEX,"<div>
<p>ISOFLEX NBU 15 is a high-speed grease with a good pressure absorption capacity. It consists of a combination of ester oil, synthetic hydrocarbon oil and mineral oil and a barium complex soap. It offers good protection against wear and corrosion and is resistant to water, media and oxidation.</p>
</div>"
edit,202150,ISOFlEX TOPAS  NB 52 Grease Make KLUBER,N44MAIN9500192,SOFLEX TOPAS NB 52 and ISOFLEX TOPAS NB 152 are rolling and plain bearing greases based on a synthetic hydrocarbon oil and a barium complex soap. The special barium-soap thickener used in the ISOFLEX TOPAS NB 52 and 152 greases offers good load-carrying capacity as well as resistance to water and ambient media unlike other soap-based thickeners.
edit,202151,KLUBER GREASE NLGI CLASS 000 ( CENTOPLEX  GLP 200-000).,N56GRES0140017,"<div>
<p>Good pressure absorbtion capacity.</p>
</div>"
edit,202153,VEEDOL MAKE ALITHEX 20 GREASE ( NLGI 2) MOQ - 20 KG,N56RUMB5226001,"<div><p>Lithium based grease with extreme pressure additive having high load carrying capacity, rust inhibition properties, oxidation stability and heat stability. Available in NLGI consistencies 1 and 2. Meets IS 7623 : 1993 (Reaf firmed 2006) specification</p></div>"
edit,202154,DISTILLED WATER ISO3696,N55DIWATERISO3696,"<div><p>Distilled water is water that has been boiled into vapor and condensed back into liquid in a separate container. Impurities in the original water that do not boil below or near the boiling point of water remain in the original container. Thus, distilled water is one type of purified water.</p></div>"
edit,202355,SCREW FOR CP 780,N31-G6PEPNCP780SCR10,SCREW FOR CP 780
edit,202157,O RING 20 × 2.4,N36-ORING20X2.4,"An O-ring, also known as a packing, or a toric joint, is a mechanical gasket in the shape of a torus; it is a loop of elastomer with a round cross-section, designed to be seated in a groove and compressed during assembly between two or more parts, creating a seal at the interface."
edit,202158,O RING 16 × 2.4,N36-ORING16X2.4,"An O-ring, also known as a packing, or a toric joint, is a mechanical gasket in the shape of a torus; it is a loop of elastomer with a round cross-section, designed to be seated in a groove and compressed during assembly between two or more parts, creating a seal at the interface."
edit,202159,O RING 75 × 3.1,N36-ORING75X3.1,"An O-ring, also known as a packing, or a toric joint, is a mechanical gasket in the shape of a torus; it is a loop of elastomer with a round cross-section, designed to be seated in a groove and compressed during assembly between two or more parts, creating a seal at the interface."
edit,202160,O RING 38 × 3.5,N36-ORING38X3.5,"An O-ring, also known as a packing, or a toric joint, is a mechanical gasket in the shape of a torus; it is a loop of elastomer with a round cross-section, designed to be seated in a groove and compressed during assembly between two or more parts, creating a seal at the interface."
edit,202161,O RING 70 × 5.7,N36-ORING70X5.7,"An O-ring, also known as a packing, or a toric joint, is a mechanical gasket in the shape of a torus; it is a loop of elastomer with a round cross-section, designed to be seated in a groove and compressed during assembly between two or more parts, creating a seal at the interface."
edit,202162,O RING 48 ×3.5,N36-ORING48X3.5,"An O-ring, also known as a packing, or a toric joint, is a mechanical gasket in the shape of a torus; it is a loop of elastomer with a round cross-section, designed to be seated in a groove and compressed during assembly between two or more parts, creating a seal at the interface."
edit,202163,O RING 50 × 3.5,N36-ORING50X3.5,"An O-ring, also known as a packing, or a toric joint, is a mechanical gasket in the shape of a torus; it is a loop of elastomer with a round cross-section, designed to be seated in a groove and compressed during assembly between two or more parts, creating a seal at the interface."
edit,202164,O RING 14×2.4,N36-ORING14X2.4,"An O-ring, also known as a packing, or a toric joint, is a mechanical gasket in the shape of a torus; it is a loop of elastomer with a round cross-section, designed to be seated in a groove and compressed during assembly between two or more parts, creating a seal at the interface."
edit,202165,O RING 24×2.4,N36-ORING24X2.4,"An O-ring, also known as a packing, or a toric joint, is a mechanical gasket in the shape of a torus; it is a loop of elastomer with a round cross-section, designed to be seated in a groove and compressed during assembly between two or more parts, creating a seal at the interface."
edit,202166,O RING 100  × 3.1,N36-ORING100X3.1,"An O-ring, also known as a packing, or a toric joint, is a mechanical gasket in the shape of a torus; it is a loop of elastomer with a round cross-section, designed to be seated in a groove and compressed during assembly between two or more parts, creating a seal at the interface."
edit,202167,O RING 100  ×5.7,N36-ORING100X5.7,"An O-ring, also known as a packing, or a toric joint, is a mechanical gasket in the shape of a torus; it is a loop of elastomer with a round cross-section, designed to be seated in a groove and compressed during assembly between two or more parts, creating a seal at the interface."
edit,202168,BOLT M14 ×30,N36-BLTM14X30,"<div>
<p>Reliability: Once tightened, Bolts will remain tight and maintain the permanent strength of the joint, Absence of heavy stress concentration due to absence of bearing between bolts and plates. Economy: Fewer high strength bolts are required than M.S. bolts and rivets. Drilling of close holes is not required. Overall weight the structure will be very light. Simplicity: A minimum of skill is required in tightening and the operators need only to follow a few simple rules. Convenience: Whether in the workshop or at site, H.S.S bolts enable joints to be made easily. Welding of site splices can be eliminated, avoiding difficulties of welding in adverse weather conditions. Absence of pneumatic, hammers used in riveted joints reduce noise level considerably.</p>
</div>"
edit,202184,2 Inch BELLOW HYDRAULIC HOSE WITH MS FITTING LONG 1300MM,N36HOSE3003-002,"<div>
<p>Parker offers the widest range of specialty, industrial, hybrid and hydraulic hose in the industry. Low pressure, medium pressure and high pressure pneumatic and hydraulic hose that is heat, ozone and weather resistant, chemical resistant, oil and flame resistant, UV resistant and abrasion resistant is available from Parker. Parker&rsquo;s pneumatic and hydraulic hose is manufactured to meet or exceed industrial specification requirements of SAE, DOT, USCG, ISO, DNV, EN, MSHA, German Lloyd, ABS, CARB, FDA, NFPA, CSA, NGV, ANSI and UL-21 LPG standards</p>
</div>"
edit,202356,BUTTON-THROTTLE FOR CP 780,N31-G6PEPNCP780SCR11,BUTTON-THROTTLE FOR CP 780
edit,202169,V BELT A64,N40-VBELTA64,"<div><h3 id=""product-key_features"" class=""f-size-16 pad-tb-10 text-uppercase no-margin mar-t-20 text-500""><b>KEY FEATURES</b></h3>
<div class=""row center-block-xs pad-b-15 wp-xs-99 pad-lr-15"">
<div class=""col-sm-12 pad-lr-xs-0"">
<ul class=""no-padding no-margin"">
<li class=""text-black f-size-13 pad-t-5 pad-tb-xs-10 lh-20""><b>Superior flexibility.</b></li>
<li class=""text-black f-size-13 pad-t-5 pad-tb-xs-10 lh-20""><b>Better Traction.</b></li>
<li class=""text-black f-size-13 pad-t-5 pad-tb-xs-10 lh-20""><b>Flex and wear resistance.</b></li>
<li class=""text-black f-size-13 pad-t-5 pad-tb-xs-10 lh-20""><b>Precision Built.&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</b></li>
<li class=""text-black f-size-13 pad-t-5 pad-tb-xs-10 lh-20"">
<h3 class=""f-size-16 pad-tb-10 text-500 pad-lr-xs-0 text-uppercase""><b>PRODUCT INFORMATION</b></h3>
<div>
<p class=""f-size-13""><b>Poly F Plus PB Classical Belt, Designed for rigorous operation. Reliable tensioning capacity, Suitable for V-Flat drives units Applications, Transmission engineering, Conveyance technology, Agricultural machinery, Mining, Construction machines.</b></p>
</div>
</li>
</ul>
</div>
</div></div>"
edit,202170,BEARING 32008 (SKF),N40-BERING32008SKF,"<div>
<p>SKF 32008 X/Q Tapered Roller Bearing, 40x68x19 mm are manufactured by using quality assured material and advanced techniques, which make them up to the standard in this highly challenging field. The materials utilized to manufacture SKF 32008 X/Q Tapered Roller Bearing, 40x68x19 mm, are sourced from the most reliable and official Roller Bearings vendors, chosen after performing detailed market surveys. Thus, SKF products are widely acknowledged in the market for their high quality. We are dedicatedly involved in providing an excellent quality array of SKF Roller Bearings.</p>
</div>"
edit,202177,RUST REMOVER WD 40,N31QSKMIS00099,"<div>
<p>Dissolves rust from metal quickly Non-toxic and biodegradable Ideal for restoring rusted parts to bare metal</p>
</div>"
edit,202178,SWING CLAMP CYLINDER 6941K-60-21,N36AMFCYL1004-001,"We have brought forward Swing Clamp Cylinder to our valued customers, backed by our firm determination to offer them total customer satisfaction."
edit,202179,SWING CLAMP CYLINDER 6941K-60-22,N36AMFCYL1004-002,"<div><p>We have brought forward&nbsp;Swing Clamp Cylinder&nbsp;to our valued customers, backed by our firm determination to offer them total customer satisfaction.</p></div>"
edit,202180,RUST LICK 631,N36EQUP3000395,"<div class=""dtlsec1"">
<h3 class=""fs18 mt30 mb10 color"">Product Specification</h3>
<table>
<tbody>
<tr>
<td class=""tdwdt"">Usage/Application</td>
<td class=""tdwdt1"">Industrial Use</td>
</tr>
<tr>
<td class=""tdwdt"">Pack Size</td>
<td class=""tdwdt1"">370ml</td>
</tr>
<tr>
<td class=""tdwdt"">Surface of Application</td>
<td class=""tdwdt1"">ALL Type of Metal</td>
</tr>
<tr>
<td class=""tdwdt"">Packaging Size</td>
<td class=""tdwdt1"">24 pcs in one case.</td>
</tr>
<tr>
<td class=""tdwdt"">Brand</td>
<td class=""tdwdt1"">ITW CHEMIE LTD</td>
</tr>
<tr>
<td class=""tdwdt"">Minimum Order Quantity</td>
<td class=""tdwdt1"">24 Piece</td>
</tr>
</tbody>
</table>
</div>
<div class=""clr"">&nbsp;</div>
<h3 class=""fs18 mt30 mb10 color"">Product Description</h3>
<div class=""pdest1"">
<div class=""fs16 lh28"">With an aim to stand tall on the expectations of our esteemed clients, we are providing&nbsp;<b>Rustlick 631 Spray.</b>&nbsp;Our offered spray is procured from the certified vendors of the market in adherence with industry norms. Prevent rusting on different components, we offer this spray in different packaging option as per the diverse requirements of the clients''. The provided spray is tested on varied parameters so as to ensure its quality.<br /><b><br />Features:<br /><br /></b>
<ul>
<li>Accurate composition</li>
<li>Waterproof</li>
<li>Dry to touch</li>
</ul>
<b><br />Typical applications</b>:<br /><br />
<ul>
<li>Loosens: loosens rust from bolts, knobs, hinges, bearings, castors, printers and other moving mechanical parts. Drives moisture from motors, spark plugs, cables, metals and battery terminals</li>
<li>Lubricates: helps in lubrication of operating controls and linkages like sprockets, chains, pulleys and cams</li>
<li>Maintains: Protects against corrosion. Removes caked battery terminals. Loosens and removes dirt, grime and caked grease. Effective insulator, rustlick&trade; 631 prevents moisture-induced short circuits in motors</li>
<li>Appearance: clear or slightly cloudy amber liquid</li>
<li>Odour: pleasant odour</li>
<li>Specific gravity: 0. 80&plusmn;0. 02</li>
<li>Viscosity: 2. 0&plusmn;0. 3 cst 100&deg; f</li>
<li>Flash point (product): 40&deg; c min</li>
<li>Dielectric strength: 20 kv min</li>
<li>Film thickness: 2-3 microns</li>
<li>Salt spray test: passes 48 hrs as per astm b 117</li>
<li>Water displacement test: passes as per is 1154</li>
</ul>
</div>
</div>"
edit,202181,"TOOLFLEX COUPLING, ROTEX MAKE, SIZE -38, DRG NO.YSR M35 X 1.5P, PART NO.554106",N36GUDEL7005163,"TOOLFLEX COUPLING, ROTEX MAKE, SIZE -38, DRG NO.YSR M35 X 1.5P, PART NO.554106"
edit,202182,COUPLING GS 24 ( 24) ROTEX,N36GUDEL7005151,<div><p>Rotex Coupling&nbsp;shaft couplings are the originally curved jaw coupling. Superior vibration dampening and torque transmission characteristics result in an excellent running quality and service life.</p></div>
